 Fecha, Hora, Medicion de cabeza/diferencial, , Fecha, Hora, Medicion de linea/estatica, , Pres cabeza(psi)/pres diferencial(inH2O), Pres linea(psi)/pres estatica(psi), Gasto calculado (MMpcd), , Pres linea(psi)/pres estatica(psi) prom, 131.9089, Pres cabeza(psi)/pres diferencial(inH2O) prom, 13.0926, Gasto (MMpcd) prom, 2.5397
 "2022/1/24 0:7", 0:7, 3.67, , "2022/1/24 0:7", 0:7, 3.55, , 13.47201453081484, 126.0338759636119, 2.5181764728108496
 "2022/1/24 2:24", 2:24, 3.655, , "2022/1/24 2:24", 2:24, 3.549, , 13.356297610636172, 125.93452797761366, 2.506349882171726
 "2022/1/24 2:26", 2:26, 3.667, , "2022/1/24 2:26", 2:26, 3.561, , 13.44461115404427, 126.77716773460794, 2.523021144039094
 "2022/1/24 2:34", 2:34, 3.684, , "2022/1/24 2:34", 2:34, 3.541, , 13.569554362096342, 125.42113521174228, 2.521125126535264
 "2022/1/24 2:42", 2:42, 3.49, , "2022/1/24 2:42", 2:42, 3.565, , 12.180449800257092, 127.1249638251895, 2.4047688007952006
 "2022/1/24 2:49", 2:49, 3.481, , "2022/1/24 2:49", 2:49, 3.558, , 12.117344835962719, 126.567938800639, 2.3932707438601324
 "2022/1/24 2:53", 2:53, 3.479, , "2022/1/24 2:53", 2:53, 3.588, , 12.105095602974544, 128.74884165118934, 2.412581657180352
 "2022/1/24 2:55", 2:55, 3.5, , "2022/1/24 2:55", 2:55, 3.578, , 12.250192701464693, 128.00173865184226, 2.4199457997553147
 "2022/1/24 3:5", 3:5, 3.681, , "2022/1/24 3:5", 3:5, 3.544, , 13.548006551091202, 125.57152756868336, 2.5206325036798494
 "2022/1/24 3:8", 3:8, 3.718, , "2022/1/24 3:8", 3:8, 3.533, , 13.826609413755385, 124.81675301319859, 2.5387534825512676
 "2022/1/24 3:11", 3:11, 3.647, , "2022/1/24 3:11", 3:11, 3.57, , 13.30042497586348, 127.4191997140834, 2.515801895053616
 "2022/1/24 3:19", 3:19, 4.051, , "2022/1/24 3:19", 3:19, 3.542, , 16.411657691427887, 125.46180917000149, 2.773053461656223
 "2022/1/24 3:26", 3:26, 4.047, , "2022/1/24 3:26", 3:26, 3.544, , 16.377015936057195, 125.56701199467919, 2.771286398432366
 "2022/1/24 3:31", 3:31, 4.078, , "2022/1/24 3:31", 3:31, 3.55, , 16.628884552151796, 126.00315319355727, 2.7973609644851694
 "2022/1/24 3:34", 3:34, 4.098, , "2022/1/24 3:34", 3:34, 3.554, , 16.796520491137453, 126.3412160791571, 2.8151946789376128
 "2022/1/24 3:38", 3:38, 4.089, , "2022/1/24 3:38", 3:38, 3.551, , 16.717872361445796, 126.127113236824, 2.8062152148753743
 "2022/1/24 3:41", 3:41, 4.062, , "2022/1/24 3:41", 3:41, 3.548, , 16.501909910403608, 125.8897772576618, 2.7854064887591816
 "2022/1/24 3:45", 3:45, 4.024, , "2022/1/24 3:45", 3:45, 3.547, , 16.194276712978517, 125.82460737986483, 2.758606875913125
 "2022/1/24 3:48", 3:48, 3.796, , "2022/1/24 3:48", 3:48, 3.547, , 14.407946165403391, 125.80391315827404, 2.6018026884784557
 "2022/1/24 4:3", 4:3, 3.679, , "2022/1/24 4:3", 4:3, 3.572, , 13.534849075395202, 127.59744695311574, 2.5396504493908845
 "2022/1/24 4:7", 4:7, 3.464, , "2022/1/24 4:7", 4:7, 3.544, , 11.997429494724274, 125.63407909595281, 2.3725975524187803
 "2022/1/24 4:14", 4:14, 3.482, , "2022/1/24 4:14", 4:14, 3.547, , 12.12658433873281, 125.83179065577443, 2.38721029506395
 "2022/1/24 4:17", 4:17, 3.472, , "2022/1/24 4:17", 4:17, 3.549, , 12.05761706948992, 125.96814713512575, 2.381701656979523
 "2022/1/24 4:26", 4:26, 3.855, , "2022/1/24 4:26", 4:26, 3.555, , 14.860717555347822, 126.35017579943795, 2.6480980393622033
 "2022/1/24 4:29", 4:29, 3.637, , "2022/1/24 4:29", 4:29, 3.556, , 13.230865913380367, 126.45624437132977, 2.4997151270059206
 "2022/1/24 4:33", 4:33, 3.463, , "2022/1/24 4:33", 4:33, 3.558, , 11.990965914158426, 126.6213011306784, 2.381259439916756
 "2022/1/24 4:38", 4:38, 3.46, , "2022/1/24 4:38", 4:38, 3.534, , 11.968964580115214, 124.87351072631286, 2.362597261634263
 "2022/1/24 4:40", 4:40, 3.629, , "2022/1/24 4:40", 4:40, 3.535, , 13.169584691470158, 124.9435657259459, 2.478958362422624
 "2022/1/24 4:44", 4:44, 3.862, , "2022/1/24 4:44", 4:44, 3.536, , 14.912282930402801, 125.06412982676102, 2.6391537684751407
 "2022/1/24 4:56", 4:56, 3.855, , "2022/1/24 4:56", 4:56, 3.542, , 14.861550567539112, 125.45701927902466, 2.6387958278227557
 "2022/1/24 5:6", 5:6, 3.496, , "2022/1/24 5:6", 5:6, 3.556, , 12.219113397586414, 126.47869177487233, 2.4024523049751796
 "2022/1/24 5:11", 5:11, 3.463, , "2022/1/24 5:11", 5:11, 3.559, , 11.992443766724382, 126.68928594504592, 2.3820453971144353
 "2022/1/24 5:19", 5:19, 3.499, , "2022/1/24 5:19", 5:19, 3.547, , 12.242036671233429, 125.83407391347404, 2.3985689711072298
 "2022/1/24 5:27", 5:27, 3.638, , "2022/1/24 5:27", 5:27, 3.556, , 13.232140036710957, 126.45421342983619, 2.499815410240856
 "2022/1/24 5:29", 5:29, 3.626, , "2022/1/24 5:29", 5:29, 3.559, , 13.150268524921023, 126.67070765384062, 2.4942021739797515
 "2022/1/24 5:53", 5:53, 3.646, , "2022/1/24 5:53", 5:53, 3.569, , 13.291592147097566, 127.4018143678209, 2.5147948032003558
 "2022/1/24 5:56", 5:56, 3.675, , "2022/1/24 5:56", 5:56, 3.571, , 13.507345277612114, 127.4851197260883, 2.535951791509865
 "2022/1/24 6:4", 6:4, 3.68, , "2022/1/24 6:4", 6:4, 3.573, , 13.545548056022374, 127.69456314508197, 2.5416206978075975
 "2022/1/24 6:7", 6:7, 3.639, , "2022/1/24 6:7", 6:7, 3.575, , 13.240877815213782, 127.78145497875293, 2.5137295352010987
 "2022/1/24 6:12", 6:12, 3.647, , "2022/1/24 6:12", 6:12, 3.577, , 13.297146624007617, 127.92152475333431, 2.5204453602133445
 "2022/1/24 6:20", 6:20, 3.669, , "2022/1/24 6:20", 6:20, 3.58, , 13.45833440657244, 128.13069999450173, 2.537748042788373
 "2022/1/24 6:23", 6:23, 3.633, , "2022/1/24 6:23", 6:23, 3.561, , 13.200282164693897, 126.78390258629628, 2.500056995727067
 "2022/1/24 6:26", 6:26, 3.675, , "2022/1/24 6:26", 6:26, 3.533, , 13.502634333345199, 124.8318430989353, 2.5089857181471693
 "2022/1/24 6:29", 6:29, 3.639, , "2022/1/24 6:29", 6:29, 3.536, , 13.243977612670072, 125.04303482640245, 2.4869394770176854
 "2022/1/24 6:34", 6:34, 3.633, , "2022/1/24 6:34", 6:34, 3.54, , 13.199797806513224, 125.34715278200498, 2.4858053630338435
 "2022/1/24 6:40", 6:40, 3.509, , "2022/1/24 6:40", 6:40, 3.546, , 12.312874667526263, 125.74285678554901, 2.4046265359282253
 "2022/1/24 6:44", 6:44, 3.755, , "2022/1/24 6:44", 6:44, 3.55, , 14.101161020229343, 126.02337995944407, 2.576198019505642
 "2022/1/24 7:7", 7:7, 3.654, , "2022/1/24 7:7", 7:7, 3.571, , 13.353859964291727, 127.48547593180028, 2.5215060129498337
 "2022/1/24 7:10", 7:10, 3.536, , "2022/1/24 7:10", 7:10, 3.573, , 12.504558198099474, 127.68249554792308, 2.441890030365868
 "2022/1/24 7:20", 7:20, 3.675, , "2022/1/24 7:20", 7:20, 3.582, , 13.50699172389704, 128.31375197149367, 2.5441467795948323
 "2022/1/24 7:26", 7:26, 3.826, , "2022/1/24 7:26", 7:26, 3.588, , 14.636468975028281, 128.76158041946923, 2.6530018451706905
 "2022/1/24 7:34", 7:34, 3.846, , "2022/1/24 7:34", 7:34, 3.595, , 14.793467265819602, 129.26272094814578, 2.672377944288013
 "2022/1/24 7:37", 7:37, 3.875, , "2022/1/24 7:37", 7:37, 3.598, , 15.012778781329594, 129.46655291177515, 2.6942356570617907
 "2022/1/24 7:40", 7:40, 3.873, , "2022/1/24 7:40", 7:40, 3.601, , 15.000459407103675, 129.68480248946037, 2.695399025338476
 "2022/1/24 7:45", 7:45, 3.743, , "2022/1/24 7:45", 7:45, 3.605, , 14.012302247648334, 129.94982470552407, 2.607767339421942
 "2022/1/24 7:48", 7:48, 3.748, , "2022/1/24 7:48", 7:48, 3.608, , 14.047138460670242, 130.1716777671452, 2.6132347660228126
 "2022/1/24 7:51", 7:51, 3.684, , "2022/1/24 7:51", 7:51, 3.611, , 13.569015697121278, 130.40385536715195, 2.5706658762839654
 "2022/1/24 7:57", 7:57, 3.857, , "2022/1/24 7:57", 7:57, 3.616, , 14.879044972644474, 130.7868795355322, 2.695850855381002
 "2022/1/24 7:59", 7:59, 3.89, , "2022/1/24 7:59", 7:59, 3.618, , 15.135668067420974, 130.9085633306021, 2.7202641012900655
 "2022/1/24 8:4", 8:4, 3.709, , "2022/1/24 8:4", 8:4, 3.622, , 13.758859943754157, 131.22320280455347, 2.5967060283265906
 "2022/1/24 8:8", 8:8, 5.121, , "2022/1/24 8:8", 8:8, 3.626, , 26.227470957604393, 131.50975169511958, 3.5890824130225547
 "2022/1/24 8:12", 8:12, 3.867, , "2022/1/24 8:12", 8:12, 3.628, , 14.95715258241652, 131.60292951146894, 2.711336901947267
 "2022/1/24 8:14", 8:14, 3.709, , "2022/1/24 8:14", 8:14, 3.621, , 13.757887365676735, 131.0837069418577, 2.5952337266550027
 "2022/1/24 8:22", 8:22, 3.541, , "2022/1/24 8:22", 8:22, 3.598, , 12.535562759779422, 129.43772553776432, 2.461663004015844
 "2022/1/24 8:25", 8:25, 3.519, , "2022/1/24 8:25", 8:25, 3.591, , 12.380339438297282, 128.9243477967005, 2.4415183465564176
 "2022/1/24 8:37", 8:37, 3.524, , "2022/1/24 8:37", 8:37, 3.558, , 12.420457682896467, 126.57877645116969, 2.423123173093973
 "2022/1/24 8:40", 8:40, 3.515, , "2022/1/24 8:40", 8:40, 3.558, , 12.357940099486823, 126.56739990088036, 2.416908541845025
 "2022/1/24 8:44", 8:44, 3.506, , "2022/1/24 8:44", 8:44, 3.557, , 12.2955221523033, 126.55599404309349, 2.4106884797821184
 "2022/1/24 8:48", 8:48, 3.471, , "2022/1/24 8:48", 8:48, 3.557, , 12.045146514527728, 126.54346053525576, 2.3858994738286206
 "2022/1/24 8:54", 8:54, 3.708, , "2022/1/24 8:54", 8:54, 3.562, , 13.749715513880648, 126.84508776544114, 2.55217192788128
 "2022/1/24 8:56", 8:56, 3.729, , "2022/1/24 8:56", 8:56, 3.574, , 13.904806566144266, 127.74174462470957, 2.575580580549686
 "2022/1/24 9:12", 9:12, 3.907, , "2022/1/24 9:12", 9:12, 3.559, , 15.266409239403053, 126.6921245504137, 2.6876301481691014
 "2022/1/24 9:14", 9:14, 3.901, , "2022/1/24 9:14", 9:14, 3.563, , 15.220296121534092, 126.93548354423945, 2.6861441581517416
 "2022/1/24 9:22", 9:22, 3.909, , "2022/1/24 9:22", 9:22, 3.569, , 15.279318351807099, 127.34869253193477, 2.6957243378536724
 "2022/1/24 9:27", 9:27, 3.906, , "2022/1/24 9:27", 9:27, 3.585, , 15.256263815090946, 128.53700594376176, 2.706228287346863
 "2022/1/24 9:29", 9:29, 3.704, , "2022/1/24 9:29", 9:29, 3.592, , 13.718759132006294, 129.01894384147593, 2.5710492814415273
 "2022/1/24 9:37", 9:37, 3.558, , "2022/1/24 9:37", 9:37, 3.619, , 12.660733166900178, 130.94350596677035, 2.4882708671154496
 "2022/1/24 9:49", 9:49, 3.738, , "2022/1/24 9:49", 9:49, 3.66, , 13.969690642069043, 133.9406999137004, 2.6434793422323137
 "2022/1/24 9:53", 9:53, 3.563, , "2022/1/24 9:53", 9:53, 3.649, , 12.694763511122673, 133.1624808798672, 2.51263549607106
 "2022/1/24 10:3", 10:3, 3.727, , "2022/1/24 10:3", 10:3, 3.651, , 13.892226296622082, 133.26302761589596, 2.629462654074983
 "2022/1/24 10:7", 10:7, 3.761, , "2022/1/24 10:7", 10:7, 3.638, , 14.143342561003088, 132.33292909783472, 2.6438465043201664
 "2022/1/24 10:11", 10:11, 3.69, , "2022/1/24 10:11", 10:11, 3.642, , 13.618749507420953, 132.63790088320863, 2.597339262261102
 "2022/1/24 10:19", 10:19, 3.565, , "2022/1/24 10:19", 10:19, 3.637, , 12.71228909954161, 132.27127100687304, 2.5059412688950924
 "2022/1/24 10:21", 10:21, 3.535, , "2022/1/24 10:21", 10:21, 3.673, , 12.494538340897991, 134.9173508243021, 2.5091131932921917
 "2022/1/24 10:25", 10:25, 3.478, , "2022/1/24 10:25", 10:25, 3.725, , 12.093828572943814, 138.74958546482358, 2.503363961257134
 "2022/1/24 10:33", 10:33, 3.463, , "2022/1/24 10:33", 10:33, 3.755, , 11.99096591415842, 141.0062889165318, 2.5128847462617743
 "2022/1/24 10:36", 10:36, 3.51, , "2022/1/24 10:36", 10:36, 3.734, , 12.316594794878476, 139.4203245399632, 2.53241347677045
 "2022/1/24 10:48", 10:48, 3.68, , "2022/1/24 10:48", 10:48, 3.729, , 13.54319304131848, 139.0541402739753, 2.6520318840617287
 "2022/1/24 10:53", 10:53, 3.851, , "2022/1/24 10:53", 10:53, 3.735, , 14.830599958923274, 139.46966210844565, 2.7793643269595663
 "2022/1/24 10:55", 10:55, 3.875, , "2022/1/24 10:55", 10:55, 3.717, , 15.01852698386713, 138.12647214203525, 2.783417631590489
 "2022/1/24 11:6", 11:6, 3.571, , "2022/1/24 11:6", 11:6, 3.744, , 12.752497041452473, 140.1389874346468, 2.583469554226717
 "2022/1/24 11:10", 11:10, 3.657, , "2022/1/24 11:10", 11:10, 3.734, , 13.375674418644689, 139.4232059821057, 2.6390743242924524
 "2022/1/24 11:18", 11:18, 3.88, , "2022/1/24 11:18", 11:18, 3.739, , 15.052975752132228, 139.8121393463406, 2.8035600714860305
 "2022/1/24 11:21", 11:21, 3.92, , "2022/1/24 11:21", 11:21, 3.737, , 15.36358494161039, 139.64537546679435, 2.830647606512765
 "2022/1/24 11:25", 11:25, 3.851, , "2022/1/24 11:25", 11:25, 3.705, , 14.830296721350708, 137.30062392056016, 2.75763904826485
 "2022/1/24 11:33", 11:33, 3.854, , "2022/1/24 11:33", 11:33, 3.705, , 14.850753883444082, 137.30428223106026, 2.7595771228665043
 "2022/1/24 11:39", 11:39, 3.772, , "2022/1/24 11:39", 11:39, 3.709, , 14.231376055270669, 137.5619319490702, 2.7039510493156826
 "2022/1/24 11:42", 11:42, 3.848, , "2022/1/24 11:42", 11:42, 3.711, , 14.80798483717506, 137.7462589850642, 2.760032089482672
 "2022/1/24 11:48", 11:48, 3.298, , "2022/1/24 11:48", 11:48, 3.696, , 10.874478332051677, 136.6085317714917, 2.355425500120226
 "2022/1/24 11:52", 11:52, 3.244, , "2022/1/24 11:52", 11:52, 3.708, , 10.520314502355781, 137.47584588232894, 2.3240946253420627
 "2022/1/24 12:3", 12:3, 3.349, , "2022/1/24 12:3", 12:3, 3.726, , 11.214063577303028, 138.8164041199472, 2.41117174977002
 "2022/1/24 12:6", 12:6, 3.353, , "2022/1/24 12:6", 12:6, 3.719, , 11.241831597426675, 138.2780218118702, 2.4094691000267923
 "2022/1/24 12:10", 12:10, 3.341, , "2022/1/24 12:10", 12:10, 3.708, , 11.164320324011022, 137.48428210663974, 2.394246790784858
 "2022/1/24 12:20", 12:20, 3.137, , "2022/1/24 12:20", 12:20, 3.709, , 9.842710649763804, 137.56536600026223, 2.2487343689249255
 "2022/1/24 12:21", 12:21, 3.161, , "2022/1/24 12:21", 12:21, 3.721, , 9.989237639237224, 138.42338166063195, 2.272464692863408
 "2022/1/24 12:25", 12:25, 3.119, , "2022/1/24 12:25", 12:25, 3.747, , 9.731273903057339, 140.41409086730238, 2.2590010825180573
 "2022/1/24 12:49", 12:49, 2.915, , "2022/1/24 12:49", 12:49, 3.755, , 8.499900581035362, 141.01660104043577, 2.115769190856905
 "2022/1/24 12:52", 12:52, 2.941, , "2022/1/24 12:52", 12:52, 3.737, , 8.652229221278473, 139.6520118624026, 2.12429022701792
 "2022/1/24 12:57", 12:57, 3.896, , "2022/1/24 12:57", 12:57, 3.746, , 15.175980811528957, 140.3495646367593, 2.820396478637478
 "2022/1/24 12:58", 12:58, 4.076, , "2022/1/24 12:58", 12:58, 3.745, , 16.61514678304348, 140.22359365442608, 2.949774943013095
 "2022/1/24 13:3", 13:3, 2.755, , "2022/1/24 13:3", 13:3, 3.739, , 7.590677421483108, 139.79594786017608, 1.9907366129218846
 "2022/1/24 13:6", 13:6, 2.788, , "2022/1/24 13:6", 13:6, 3.749, , 7.772724352428039, 140.57393672381806, 2.0200647082958354
 "2022/1/24 13:11", 13:11, 3.123, , "2022/1/24 13:11", 13:11, 3.741, , 9.753013489133538, 139.95413914439337, 2.2578159179737884
 "2022/1/24 13:14", 13:14, 3.104, , "2022/1/24 13:14", 13:14, 3.727, , 9.636616491170425, 138.90266160027312, 2.2358559315595374
 "2022/1/24 13:21", 13:21, 3.497, , "2022/1/24 13:21", 13:21, 3.709, , 12.23057874880948, 137.56658094350703, 2.506722275936148
 "2022/1/24 13:25", 13:25, 3.488, , "2022/1/24 13:25", 13:25, 3.696, , 12.167677145178672, 136.56922343060876, 2.491188000345944
 "2022/1/24 13:33", 13:33, 3.474, , "2022/1/24 13:33", 13:33, 3.716, , 12.070561875971904, 138.0601023414674, 2.4947330657789712
 "2022/1/24 13:37", 13:37, 3.507, , "2022/1/24 13:37", 13:37, 3.714, , 12.295920382769864, 137.91366228095308, 2.5165780907445394
 "2022/1/24 13:40", 13:40, 3.539, , "2022/1/24 13:40", 13:40, 3.711, , 12.52356547837738, 137.75111685048776, 2.5382699263021946
 "2022/1/24 13:56", 13:56, 3.655, , "2022/1/24 13:56", 13:56, 3.762, , 13.361013776339489, 141.4990692865666, 2.65719081175982
 "2022/1/24 14:4", 14:4, 3.675, , "2022/1/24 14:4", 14:4, 3.778, , 13.505501038805471, 142.7182146484178, 2.683003856545184
 "2022/1/24 14:6", 14:6, 3.648, , "2022/1/24 14:6", 14:6, 3.783, , 13.309727584183669, 143.08938038789734, 2.6669478861001643
 "2022/1/24 14:11", 14:11, 3.663, , "2022/1/24 14:11", 14:11, 3.792, , 13.420645342743176, 143.78669956586805, 2.684554974803334
 "2022/1/24 14:14", 14:14, 3.709, , "2022/1/24 14:14", 14:14, 3.798, , 13.757887365676709, 144.27905272670026, 2.722724883282896
 "2022/1/24 14:18", 14:18, 3.624, , "2022/1/24 14:18", 14:18, 3.806, , 13.136999198642918, 144.89412891804315, 2.6662429822039773
 "2022/1/24 14:21", 14:21, 3.643, , "2022/1/24 14:21", 14:21, 3.817, , 13.268323732814142, 145.68962949255436, 2.6868819978553495
 "2022/1/24 14:26", 14:26, 3.633, , "2022/1/24 14:26", 14:26, 3.841, , 13.196286783907105, 147.5190281922535, 2.6963492131493565
 "2022/1/24 14:34", 14:34, 3.541, , "2022/1/24 14:34", 14:34, 3.822, , 12.541222264435758, 146.07955609994545, 2.6157178563537213
 "2022/1/24 14:37", 14:37, 3.524, , "2022/1/24 14:37", 14:37, 3.817, , 12.420457682896448, 145.66891210205642, 2.5994321297814738
 "2022/1/24 14:40", 14:40, 3.549, , "2022/1/24 14:40", 14:40, 3.834, , 12.594971625289777, 146.95827178412253, 2.6291893186347646
 "2022/1/24 14:48", 14:48, 3.689, , "2022/1/24 14:48", 14:48, 3.836, , 13.607853784960827, 147.14692432984407, 2.7346179238973214
 "2022/1/24 14:52", 14:52, 3.687, , "2022/1/24 14:52", 14:52, 3.835, , 13.595575032480703, 147.05585542209283, 2.7325379102455027
 "2022/1/24 14:57", 14:57, 3.663, , "2022/1/24 14:57", 14:57, 3.83, , 13.417820343323692, 146.6580364712857, 2.7109416120078254
 "2022/1/24 15:6", 15:6, 3.507, , "2022/1/24 15:6", 15:6, 3.823, , 12.301668949454985, 146.1267339263264, 2.5910339349803877
 "2022/1/24 15:10", 15:10, 3.558, , "2022/1/24 15:10", 15:10, 3.831, , 12.655809122512371, 146.7366313522708, 2.6335433702863664
 "2022/1/24 15:19", 15:19, 3.635, , "2022/1/24 15:19", 15:19, 3.816, , 13.211795044015936, 145.6553575618438, 2.68083688511285
 "2022/1/24 15:22", 15:22, 3.71, , "2022/1/24 15:22", 15:22, 3.811, , 13.763718050869826, 145.22923913171016, 2.7322545590248697
 "2022/1/24 15:26", 15:26, 3.614, , "2022/1/24 15:26", 15:26, 3.802, , 13.061305196116914, 144.5460240826594, 2.655355106256931
 "2022/1/24 15:30", 15:30, 3.643, , "2022/1/24 15:30", 15:30, 3.822, , 13.27111601667001, 146.05911895469467, 2.690570063333424
 "2022/1/24 15:34", 15:34, 3.663, , "2022/1/24 15:34", 15:34, 3.814, , 13.41460862934593, 145.45833293809486, 2.6995075770118677
 "2022/1/24 15:37", 15:37, 3.635, , "2022/1/24 15:37", 15:37, 3.807, , 13.215800490127771, 144.9304710858842, 2.6745630064367165
 "2022/1/24 15:41", 15:41, 3.655, , "2022/1/24 15:41", 15:41, 3.799, , 13.359088856104288, 144.33454465588795, 2.6834889232799695
 "2022/1/24 15:44", 15:44, 3.675, , "2022/1/24 15:44", 15:44, 3.791, , 13.503276041812795, 143.74320897808704, 2.6923994019252437
 "2022/1/24 15:51", 15:51, 3.526, , "2022/1/24 15:51", 15:51, 3.765, , 12.431493640632253, 141.76602061952318, 2.5655115547044645
 "2022/1/24 15:56", 15:56, 3.523, , "2022/1/24 15:56", 15:56, 3.772, , 12.413603375643982, 142.2841393507896, 2.5683453644104954
 "2022/1/24 16:3", 16:3, 3.679, , "2022/1/24 16:3", 16:3, 3.76, , 13.534849075395233, 141.36991002017575, 2.673199947870945
 "2022/1/24 16:7", 16:7, 3.685, , "2022/1/24 16:7", 16:7, 3.753, , 13.576745720096314, 140.86924193025712, 2.6725889922568475
 "2022/1/24 16:12", 16:12, 3.663, , "2022/1/24 16:12", 16:12, 3.745, , 13.414018483895193, 140.28268234384615, 2.650987777678693
 "2022/1/24 16:26", 16:26, 3.619, , "2022/1/24 16:26", 16:26, 3.721, , 13.1001290240739, 138.44156542835302, 2.6025392124822404
 "2022/1/24 16:29", 16:29, 3.637, , "2022/1/24 16:29", 16:29, 3.716, , 13.230865913380336, 138.10474884098338, 2.6123098307005135
 "2022/1/24 16:35", 16:35, 3.511, , "2022/1/24 16:35", 16:35, 3.706, , 12.323959964347837, 137.33217006980735, 2.514128812718167
 "2022/1/24 16:38", 16:38, 3.508, , "2022/1/24 16:38", 16:38, 3.728, , 12.309228752188579, 138.96719838320183, 2.5275387169208616
 "2022/1/24 16:40", 16:40, 3.531, , "2022/1/24 16:40", 16:40, 3.725, , 12.470074932852695, 138.78701471690553, 2.5423491480693934
 "2022/1/24 16:44", 16:44, 3.602, , "2022/1/24 16:44", 16:44, 3.721, , 12.974346690416018, 138.49277770185213, 2.590493797233589
 "2022/1/24 16:49", 16:49, 3.559, , "2022/1/24 16:49", 16:49, 3.717, , 12.668391577815663, 138.12900187881343, 2.5564036016209433
 "2022/1/24 16:57", 16:57, 3.545, , "2022/1/24 16:57", 16:57, 3.712, , 12.563968212030751, 137.78255323246864, 2.5426511135670378
 "2022/1/24 16:58", 16:58, 3.498, , "2022/1/24 16:58", 16:58, 3.712, , 12.235261903160733, 137.77180433747864, 2.5090715881447756
 "2022/1/24 17:5", 17:5, 3.442, , "2022/1/24 17:5", 17:5, 3.712, , 11.845475402140947, 137.81960410833688, 2.4692097953212464
 "2022/1/24 17:6", 17:6, 2.144, , "2022/1/24 17:6", 17:6, 3.719, , 4.596251839740052, 138.277725476219, 1.540650986898028
 "2022/1/24 17:10", 17:10, 3.485, , "2022/1/24 17:10", 17:10, 3.715, , 12.142657965878852, 137.98415372358994, 2.50148401880992
