 Fecha, Hora, Medicion de cabeza/diferencial, Fecha, Hora, Medicion de linea/estatica, Pres cabeza(psi)/pres diferencial(inH2O), Pres linea(psi)/pres estatica(psi), Gasto calculado (MMpcd)
" ""2022/4/17 19:40""", 19:40,2.14," ""2022/4/17 19:40""", 19:40,3.605,4.579549697,129.9791886,2.056460957
" ""2022/4/17 19:49""", 19:49,2.252," ""2022/4/17 19:49""", 19:49,3.555,5.07280533,126.3912102,2.134296263
" ""2022/4/17 19:53""", 19:53,2.136," ""2022/4/17 19:53""", 19:53,3.552,4.562217092,126.1466106,2.022078149
" ""2022/4/17 19:55""", 19:55,2.196," ""2022/4/17 19:55""", 19:55,3.54,4.823303446,125.3426921,2.07249729
" ""2022/4/17 19:59""", 19:59,2.6," ""2022/4/17 19:59""", 19:59,3.522,6.759844953,124.0249579,2.440591426
" ""2022/4/17 20:4""", 20:4,2.717," ""2022/4/17 20:4""", 20:4,3.499,7.382403026,122.4521748,2.53427825
" ""2022/4/17 20:8""", 20:8,2.781," ""2022/4/17 20:8""", 20:8,3.508,7.731920132,123.0675105,2.600085067
" ""2022/4/17 20:12""", 20:12,2.692," ""2022/4/17 20:12""", 20:12,3.485,7.244717856,121.4504174,2.500244115
" ""2022/4/17 20:14""", 20:14,2.594," ""2022/4/17 20:14""", 20:14,3.49,6.728648244,121.827338,2.413284144
" ""2022/4/17 20:19""", 20:19,2.34," ""2022/4/17 20:19""", 20:19,3.477,5.477595624,120.9300365,2.169373074
" ""2022/4/17 20:22""", 20:22,2.299," ""2022/4/17 20:22""", 20:22,3.492,5.284963796,121.9250298,2.139634604
" ""2022/4/17 20:27""", 20:27,2.266," ""2022/4/17 20:27""", 20:27,3.513,5.134324045,123.3940273,2.121587151
" ""2022/4/17 20:29""", 20:29,2.216," ""2022/4/17 20:29""", 20:29,3.509,4.908833292,123.1240991,2.072205605
" ""2022/4/17 20:34""", 20:34,2.204," ""2022/4/17 20:34""", 20:34,3.485,4.859290373,121.4388882,2.047564006
" ""2022/4/17 20:37""", 20:37,2.229," ""2022/4/17 20:37""", 20:37,3.503,4.969233203,122.7163136,2.08145971
" ""2022/4/17 20:41""", 20:41,2.266," ""2022/4/17 20:41""", 20:41,3.503,5.136863823,122.7126492,2.116244595
" ""2022/4/17 20:45""", 20:45,2.306," ""2022/4/17 20:45""", 20:45,3.493,5.315725367,122.0433495,2.146893476
" ""2022/4/17 20:49""", 20:49,2.354," ""2022/4/17 20:49""", 20:49,3.482,5.542252235,121.2418326,2.184950282
" ""2022/4/17 20:53""", 20:53,2.403," ""2022/4/17 20:53""", 20:53,3.517,5.774158544,123.6629674,2.252352466
" ""2022/4/17 20:57""", 20:57,2.452," ""2022/4/17 20:57""", 20:57,3.475,6.01147685,120.7872703,2.271293941
" ""2022/4/17 20:58""", 20:58,2.468," ""2022/4/17 20:58""", 20:58,3.487,6.091791186,121.5820098,2.293925625
" ""2022/4/17 21:4""", 21:4,2.603," ""2022/4/17 21:4""", 21:4,3.471,6.776682179,120.4862948,2.408516096
" ""2022/4/17 21:8""", 21:8,2.607," ""2022/4/17 21:8""", 21:8,3.475,6.795570617,120.7646503,2.414654777
" ""2022/4/17 21:11""", 21:11,2.593," ""2022/4/17 21:11""", 21:11,3.478,6.724812098,120.9626242,2.404018727
" ""2022/4/17 21:14""", 21:14,2.58," ""2022/4/17 21:14""", 21:14,3.511,6.654319225,123.2541469,2.413930462
" ""2022/4/17 21:19""", 21:19,2.547," ""2022/4/17 21:19""", 21:19,3.495,6.485023034,122.1478953,2.37230719
" ""2022/4/17 21:22""", 21:22,2.54," ""2022/4/17 21:22""", 21:22,3.535,6.453485759,124.9624383,2.393641429
" ""2022/4/17 21:26""", 21:26,2.485," ""2022/4/17 21:26""", 21:26,3.521,6.176253107,123.966376,2.332312097
" ""2022/4/17 21:30""", 21:30,2.503," ""2022/4/17 21:30""", 21:30,3.566,6.26584772,127.1578516,2.37921494
" ""2022/4/17 21:34""", 21:34,2.452," ""2022/4/17 21:34""", 21:34,3.551,6.013889542,126.0923139,2.321101864
" ""2022/4/17 21:38""", 21:38,2.481," ""2022/4/17 21:38""", 21:38,3.567,6.154573836,127.2656135,2.358993262
" ""2022/4/17 21:42""", 21:42,2.429," ""2022/4/17 21:42""", 21:42,3.584,5.90151546,128.449447,2.320705671
" ""2022/4/17 21:44""", 21:44,2.484," ""2022/4/17 21:44""", 21:44,3.578,6.168634231,128.0548612,2.368998109
" ""2022/4/17 21:49""", 21:49,2.521," ""2022/4/17 21:49""", 21:49,3.556,6.353227782,126.486331,2.38941277
" ""2022/4/17 21:53""", 21:53,2.556," ""2022/4/17 21:53""", 21:53,3.575,6.53063583,127.7802113,2.43490322
" ""2022/4/17 21:57""", 21:57,2.52," ""2022/4/17 21:57""", 21:57,3.573,6.352627628,127.6335425,2.400110743
" ""2022/4/17 22:0""", 22:0,2.485," ""2022/4/17 22:0""", 22:0,3.596,6.177247512,129.2979466,2.382130145
" ""2022/4/17 22:4""", 22:4,2.455," ""2022/4/17 22:4""", 22:4,3.583,6.028589009,128.3966264,2.345075421
" ""2022/4/17 22:8""", 22:8,2.507," ""2022/4/17 22:8""", 22:8,3.587,6.283754206,128.6313753,2.39637743
" ""2022/4/17 22:12""", 22:12,2.594," ""2022/4/17 22:12""", 22:12,3.572,6.72862797,127.566466,2.469469633
" ""2022/4/17 22:15""", 22:15,2.57," ""2022/4/17 22:15""", 22:15,3.603,6.606368938,129.83876,2.468628627
" ""2022/4/17 22:19""", 22:19,2.626," ""2022/4/17 22:19""", 22:19,3.615,6.893283629,130.7004361,2.530018879
" ""2022/4/17 22:23""", 22:23,2.537," ""2022/4/17 22:23""", 22:23,3.606,6.438384473,130.0297591,2.438832659
" ""2022/4/17 22:27""", 22:27,2.593," ""2022/4/17 22:27""", 22:27,3.617,6.72204111,130.8212126,2.499550048
" ""2022/4/17 22:31""", 22:31,2.58," ""2022/4/17 22:31""", 22:31,3.61,6.654108742,130.3525194,2.482428972
" ""2022/4/17 22:34""", 22:34,2.538," ""2022/4/17 22:34""", 22:34,3.624,6.442893217,131.3577485,2.452113025
" ""2022/4/17 22:38""", 22:38,2.531," ""2022/4/17 22:38""", 22:38,3.627,6.407113374,131.5539193,2.447120018
" ""2022/4/17 22:40""", 22:40,2.562," ""2022/4/17 22:40""", 22:40,3.624,6.563827514,131.3112855,2.474581581
" ""2022/4/17 22:45""", 22:45,2.519," ""2022/4/17 22:45""", 22:45,3.598,6.345973928,129.4749669,2.416096163
" ""2022/4/17 22:49""", 22:49,2.594," ""2022/4/17 22:49""", 22:49,3.597,6.726733189,129.4149443,2.486946745
" ""2022/4/17 22:53""", 22:53,2.596," ""2022/4/17 22:53""", 22:53,3.623,6.739394361,131.2595113,2.506963415
" ""2022/4/17 22:57""", 22:57,2.598," ""2022/4/17 22:57""", 22:57,3.58,6.752091248,128.1636942,2.479555477
" ""2022/4/17 23:1""", 23:1,2.604," ""2022/4/17 23:1""", 23:1,3.607,6.778528553,130.0829542,2.502937932
" ""2022/4/17 23:4""", 23:4,2.615," ""2022/4/17 23:4""", 23:4,3.619,6.840498615,130.9861688,2.523066917
" ""2022/4/17 23:8""", 23:8,2.627," ""2022/4/17 23:8""", 23:8,3.607,6.902866509,130.1187136,2.526136346
" ""2022/4/17 23:12""", 23:12,2.639," ""2022/4/17 23:12""", 23:12,3.615,6.965633651,130.6890413,2.54315055
" ""2022/4/17 23:15""", 23:15,2.613," ""2022/4/17 23:15""", 23:15,3.583,6.829094649,128.3471547,2.495438425
" ""2022/4/17 23:18""", 23:18,2.594," ""2022/4/17 23:18""", 23:18,3.573,6.726445833,127.6768643,2.470137325
" ""2022/4/17 23:23""", 23:23,2.584," ""2022/4/17 23:23""", 23:23,3.585,6.679206866,128.5369664,2.469725238
" ""2022/4/17 23:27""", 23:27,2.534," ""2022/4/17 23:27""", 23:27,3.554,6.422275008,126.2895148,2.400492017
" ""2022/4/17 23:31""", 23:31,2.559," ""2022/4/17 23:31""", 23:31,3.57,6.546450423,127.4717898,2.434905738
" ""2022/4/17 23:35""", 23:35,2.589," ""2022/4/17 23:35""", 23:35,3.573,6.703431241,127.6405546,2.465557245
" ""2022/4/17 23:38""", 23:38,2.62," ""2022/4/17 23:38""", 23:38,3.546,6.862562917,125.7230044,2.475840795
" ""2022/4/17 23:41""", 23:41,2.607," ""2022/4/17 23:41""", 23:41,3.524,6.798012559,124.1745601,2.448947449
" ""2022/4/17 23:45""", 23:45,2.57," ""2022/4/17 23:45""", 23:45,3.495,6.603056772,122.1804107,2.394117579
" ""2022/4/17 23:49""", 23:49,2.609," ""2022/4/17 23:49""", 23:49,3.476,6.808438278,120.8350596,2.417644285
" ""2022/4/17 23:53""", 23:53,2.58," ""2022/4/17 23:53""", 23:53,3.534,6.654491419,124.8857013,2.429886357
" ""2022/4/17 23:56""", 23:56,2.575," ""2022/4/17 23:56""", 23:56,3.518,6.629098673,123.7639446,2.414329176
