 Fecha, Hora, Medicion de cabeza/diferencial, , Fecha, Hora, Medicion de linea/estatica, , Pres cabeza(psi)/pres diferencial(inH2O), Pres linea(psi)/pres estatica(psi), Gasto calculado (MMpcd), , Pres linea(psi)/pres estatica(psi) prom, 131.9582, Pres cabeza(psi)/pres diferencial(inH2O) prom, 13.8917, Gasto (MMpcd) prom, 2.6165
 "2021/12/31 0:20", 0:20, 3.654, , "2021/12/31 0:20", 0:20, 3.583, , 13.354685796296806, 128.379383112914, 2.5304090025827217
 "2021/12/31 0:22", 0:22, 3.723, , "2021/12/31 0:22", 0:22, 3.58, , 13.86071357725348, 128.1793557235496, 2.5758945560785182
 "2021/12/31 0:26", 0:26, 3.683, , "2021/12/31 0:26", 0:26, 3.576, , 13.565744446848928, 127.88490730282494, 2.5454097702354406
 "2021/12/31 0:41", 0:41, 3.652, , "2021/12/31 0:41", 0:41, 3.545, , 13.33771284285138, 125.65165845865693, 2.501791073178758
 "2021/12/31 0:44", 0:44, 3.655, , "2021/12/31 0:44", 0:44, 3.549, , 13.358562952050693, 125.94647985391937, 2.50668136269202
 "2021/12/31 0:49", 0:49, 3.668, , "2021/12/31 0:49", 0:49, 3.56, , 13.454228110053082, 126.75746235118966, 2.5237271852616048
 "2021/12/31 0:51", 0:51, 3.675, , "2021/12/31 0:51", 0:51, 3.567, , 13.502468099053168, 127.21612534048589, 2.5328175480772868
 "2021/12/31 1:7", 1:7, 3.479, , "2021/12/31 1:7", 1:7, 3.582, , 12.103973399431286, 128.27989470441372, 2.4080723007104936
 "2021/12/31 1:10", 1:10, 3.455, , "2021/12/31 1:10", 1:10, 3.569, , 11.93667383970115, 127.35655818273788, 2.382750476083553
 "2021/12/31 1:21", 1:21, 3.447, , "2021/12/31 1:21", 1:21, 3.594, , 11.878707612653354, 129.15284984119725, 2.3936620676193723
 "2021/12/31 1:25", 1:25, 3.478, , "2021/12/31 1:25", 1:25, 3.591, , 12.096674915376747, 128.95730933964532, 2.4136941112011225
 "2021/12/31 1:33", 1:33, 3.382, , "2021/12/31 1:33", 1:33, 3.61, , 11.437857555268884, 130.29668638398766, 2.359202783242906
 "2021/12/31 1:36", 1:36, 3.414, , "2021/12/31 1:36", 1:36, 3.606, , 11.657495247144288, 130.0467706321686, 2.3794613456713156
 "2021/12/31 1:40", 1:40, 3.445, , "2021/12/31 1:40", 1:40, 3.603, , 11.865853891998391, 129.79462666808104, 2.3983032695243263
 "2021/12/31 1:45", 1:45, 3.531, , "2021/12/31 1:45", 1:45, 3.627, , 12.464558910462708, 131.5566960932376, 2.4746921506335724
 "2021/12/31 1:48", 1:48, 3.522, , "2021/12/31 1:48", 1:48, 3.642, , 12.402613560930499, 132.62010271614773, 2.478492052137507
 "2021/12/31 1:51", 1:51, 3.559, , "2021/12/31 1:51", 1:51, 3.643, , 12.665036894857007, 132.69519057396778, 2.5052845803369115
 "2021/12/31 2:3", 2:3, 3.702, , "2021/12/31 2:3", 2:3, 3.621, , 13.703742122787398, 131.124438492677, 2.5905242014947043
 "2021/12/31 2:7", 2:7, 3.68, , "2021/12/31 2:7", 2:7, 3.592, , 13.544361176212094, 129.01699732846504, 2.554635674753464
 "2021/12/31 2:10", 2:10, 3.724, , "2021/12/31 2:10", 2:10, 3.609, , 13.86750384919352, 130.22597853640417, 2.597013497367838
 "2021/12/31 2:14", 2:14, 3.735, , "2021/12/31 2:14", 2:14, 3.624, , 13.949860807861036, 131.32581704915276, 2.615689791008344
 "2021/12/31 2:18", 2:18, 3.721, , "2021/12/31 2:18", 2:18, 3.641, , 13.843166455383022, 132.5329181867736, 2.6176154499248674
 "2021/12/31 2:21", 2:21, 3.691, , "2021/12/31 2:21", 2:21, 3.612, , 13.621722513982448, 130.47180645699834, 2.5763246972404694
 "2021/12/31 2:26", 2:26, 3.566, , "2021/12/31 2:26", 2:26, 3.614, , 12.716551906292663, 130.61141329203602, 2.4905857162509304
 "2021/12/31 2:31", 2:31, 3.733, , "2021/12/31 2:31", 2:31, 3.633, , 13.931998458922726, 132.009317611452, 2.6208082453095174
