"TIEMPO, HRS",LECTURA CABEZA,,"TIEMPOS, HRS",LECTURA LINEA,,,,,"INTER TIME, HRS",INTER LECTURA CABEZA,INTER LECTURA LINEA,,"GASTO, MMPCD",,PRESIÓN CABEZA,PRESIÓN LINEA,Delta P
1.137406249,7.279864489,,1.134954792,8.61768986,,,,,1.134954792,7.279077998,8.61768986,,0.781331474,,1059.69953,742.6457852,317.0537448
1.195593124,7.263751893,,1.19424083,8.627496587,,,,,1.19424083,7.264126358,8.627496587,,0.77328248,,1055.350635,744.3369736,311.0136614
1.249712846,7.263732821,,1.257288818,8.624194274,,,,,1.257288818,7.280345615,8.624194274,,0.780726517,,1060.068645,743.7672688,316.3013767
1.317600544,7.412598778,,1.319589141,8.626906888,,,,,1.319589141,7.414080845,8.626906888,,0.836337986,,1099.371895,744.2352245,355.1366709
1.379512513,7.458740694,,1.386124854,8.616009595,,,,,1.386124854,7.459863953,8.616009595,,0.857108586,,1112.991404,742.3562135,370.6351904
1.440496645,7.469100258,,1.448451697,8.618713513,,,,,1.448451697,7.472928613,8.618713513,,0.862085132,,1116.893241,742.8222262,374.0710148
1.505647295,7.500453896,,1.510576962,8.62259196,,,,,1.510576962,7.500581268,8.62259196,,0.87290566,,1125.174387,743.4909211,381.6834661
1.570223722,7.502122407,,1.569083637,8.613650521,,,,,1.569083637,7.50209295,8.613650521,,0.874928957,,1125.627973,741.949753,383.6782196
1.630446332,7.521746762,,1.630373129,8.623129305,,,,,1.630373129,7.521722908,8.623129305,,0.881550186,,1131.52631,743.5835901,387.94272
1.699537469,7.547714262,,1.692068104,8.580208694,,,,,1.692068104,7.544906945,8.580208694,,0.897633392,,1138.512416,736.1998123,402.3126039
1.763545952,7.551133761,,1.762308509,8.541532046,,,,,1.762308509,7.551067654,8.541532046,,0.9058939,,1140.372454,729.577697,410.7947573
1.817180873,7.451553539,,1.819675873,8.517197605,,,,,1.819675873,7.450488816,8.517197605,,0.868643619,,1110.195672,725.4265504,384.7691217
1.88398144,7.423046899,,1.885747288,8.520428192,,,,,1.885747288,7.421950368,8.520428192,,0.856521647,,1101.706945,725.9769658,375.7299794
1.943029486,7.38638009,,1.944835921,8.51700148,,,,,1.944835921,7.385829496,8.51700148,,0.842303838,,1091.009547,725.3931421,365.6164049
2.073771326,7.346530531,,1.997113586,8.506841872,,,,,1.997113586,7.369895485,8.506841872,,0.837385943,,1086.307189,723.6635863,362.643603
2.135799896,7.338013191,,2.074777908,8.511172953,,,,,2.074777908,7.346392314,8.511172953,,0.827085315,,1079.389601,724.4006504,354.9889503
2.196831387,7.304425331,,2.132916847,8.514708498,,,,,2.132916847,7.338409072,8.514708498,,0.82324756,,1077.044954,725.0026081,352.042346
2.265934579,7.283024891,,2.190992409,8.518271928,,,,,2.190992409,7.307638734,8.518271928,,0.810025266,,1068.031677,725.6095664,342.4221108
2.326439049,7.259198925,,2.261796436,8.603492133,,,,,2.261796436,7.284306425,8.603492133,,0.786004254,,1061.222402,740.2007688,321.0216332
2.389650031,7.280079465,,2.324656883,8.620847328,,,,,2.324656883,7.259900722,8.620847328,,0.772672099,,1054.12317,743.1900865,310.9330833
2.452365231,7.301235324,,2.386999638,8.618597897,,,,,2.386999638,7.279203959,8.618597897,,0.781225666,,1059.736205,742.8022971,316.9339083
2.513884957,7.301230446,,2.449388779,8.616333256,,,,,2.449388779,7.300231271,8.616333256,,0.790478307,,1065.867532,742.4119877,323.4555445
2.573920756,7.358086314,,2.511663739,8.615326924,,,,,2.511663739,7.301230622,8.615326924,,0.791072506,,1066.159372,742.2385801,323.9207919
2.635241066,7.312202323,,2.573214683,8.619785395,,,,,2.573214683,7.357417639,8.619785395,,0.813873794,,1082.631886,743.0070026,339.6248836
2.696380346,7.292821706,,2.634675292,8.624273488,,,,,2.634675292,7.312625673,8.624273488,,0.794321026,,1069.489885,743.7809319,325.7089529
2.755020031,7.349907675,,2.696044867,8.628791431,,,,,2.696044867,7.29292805,8.628791431,,0.785234747,,1063.735991,744.5604156,319.1755752
2.814100819,7.362582828,,2.751589891,8.62502073,,,,,2.751589891,7.34656842,8.62502073,,0.808447274,,1079.441351,743.909826,335.5315251
2.889617493,7.345969257,,2.824278653,8.634437319,,,,,2.824278653,7.360343718,8.634437319,,0.812627515,,1083.493193,745.5350782,337.9581146
2.950314161,7.332567418,,2.885894385,8.625570804,,,,,2.885894385,7.346788336,8.625570804,,0.808446174,,1079.505977,744.0047169,335.5012603
3.000529753,7.360199291,,2.947690791,8.616645044,,,,,2.947690791,7.333146659,8.616645044,,0.804243956,,1075.500798,742.4657181,333.0350804
3.072994298,7.378294045,,2.997259767,8.609461201,,,,,2.997259767,7.358399933,8.609461201,,0.816014638,,1082.920991,741.2282217,341.6927697
3.132707505,7.371911705,,3.070779962,8.606356489,,,,,3.070779962,7.377741114,8.606356489,,0.824590899,,1088.621279,740.6937201,347.927559
3.20144428,7.351510763,,3.137061722,8.613862256,,,,,3.137061722,7.370619382,8.613862256,,0.820378832,,1086.520601,741.9862297,344.5343718
3.252454425,7.359293969,,3.198299826,8.611520001,,,,,3.198299826,7.352444031,8.611520001,,0.813183245,,1081.168664,741.5827672,339.5858972
3.326325182,7.359819752,,3.252096291,8.619791738,,,,,3.252096291,7.359239325,8.619791738,,0.814634528,,1083.168069,743.0080961,340.1599727
3.385413088,7.360243785,,3.32448688,8.624929505,,,,,3.32448688,7.359806668,8.624929505,,0.814007732,,1083.335084,743.8940897,339.440994
3.444493173,7.360670883,,3.384718924,8.629241619,,,,,3.384718924,7.360238804,8.629241619,,0.813461693,,1083.462305,744.6381093,338.8241957
3.512781645,7.349410058,,3.444865324,8.633581817,,,,,3.444865324,7.360609515,8.633581817,,0.812883723,,1083.571449,745.3873499,338.1840986
3.575239805,7.330525252,,3.508272661,8.61853667,,,,,3.508272661,7.350153593,8.61853667,,0.811045288,,1080.495157,742.7917432,337.7034135
3.638558429,7.351730907,,3.571663456,8.640476154,,,,,3.571663456,7.331606594,8.640476154,,0.799517635,,1075.049105,746.5782816,328.4708235
3.701458518,7.373100506,,3.634442686,8.631347855,,,,,3.634442686,7.350352529,8.631347855,,0.808960432,,1080.553646,745.001658,335.5519879
3.764024671,7.355729558,,3.697411262,8.622157469,,,,,3.697411262,7.371725496,8.622157469,,0.819457013,,1086.846736,743.4159943,343.4307416
3.826126678,7.343859537,,3.756237507,8.633806859,,,,,3.756237507,7.357891596,8.633806859,,0.811705868,,1082.771375,745.4262087,337.345166
3.888459046,7.331899282,,3.822838893,8.611563283,,,,,3.822838893,7.344487956,8.611563283,,0.809851048,,1078.830067,741.5902218,337.2398449
3.949542799,7.360832085,,3.884171275,8.640660444,,,,,3.884171275,7.332722014,8.640660444,,0.799955743,,1075.376243,746.610129,328.7661137
4.011757625,7.350221373,,3.946358829,8.638254359,,,,,3.946358829,7.359323972,8.638254359,,0.811552767,,1083.192987,746.1943837,336.998603
4.073346685,7.345374217,,3.997136899,8.632314361,,,,,3.997136899,7.352714932,8.632314361,,0.809787462,,1081.248337,745.1685122,336.0798251
4.138753923,7.355978741,,4.069847363,8.641074782,,,,,4.069847363,7.345649619,8.641074782,,0.805326231,,1079.171367,746.6817339,332.4896326
4.200383794,7.351115599,,4.136462152,8.625793186,,,,,4.136462152,7.355607175,8.625793186,,0.812103784,,1082.099138,744.0430808,338.0560574
4.261921956,7.347609566,,4.197849808,8.630100575,,,,,4.197849808,7.351315553,8.630100575,,0.809576108,,1080.836807,744.7863593,336.050448
4.322711228,7.349815082,,4.24803826,8.6296179,,,,,4.24803826,7.348400567,8.6296179,,0.808435362,,1079.979818,744.7030511,335.2767667
4.383458746,7.352036954,,4.319335461,8.646432675,,,,,4.319335461,7.349692605,8.646432675,,0.806109853,,1080.359628,747.60798,332.7516478
4.451675519,7.328818276,,4.385466049,8.638248127,,,,,4.385466049,7.351353736,8.638248127,,0.808206882,,1080.848035,746.193307,334.6547281
4.512385112,7.332424294,,4.443261613,8.636631649,,,,,4.443261613,7.331682084,8.636631649,,0.800211452,,1075.071244,745.9140624,329.1571814
4.57477053,7.358258859,,4.5010735,8.635122548,,,,,4.5010735,7.331752409,8.635122548,,0.800500516,,1075.091868,745.6534142,329.4384535
4.64003599,7.326039661,,4.568575737,8.647038995,,,,,4.568575737,7.355693519,8.647038995,,0.808531342,,1082.124543,747.7128339,334.4117091
4.701968007,7.352051828,,4.633993208,8.64596875,,,,,4.633993208,7.329022764,8.64596875,,0.797479348,,1074.291494,747.5277562,326.7637375
4.757134799,7.328623461,,4.699433727,8.644890946,,,,,4.699433727,7.350987401,8.644890946,,0.806918683,,1080.740315,747.3413947,333.3989206
4.826257643,7.337795548,,4.75458701,8.636945114,,,,,4.75458701,7.329705462,8.636945114,,0.799325383,,1074.491643,745.9682091,328.5234342
4.882861378,7.336903516,,4.819190358,8.642935018,,,,,4.819190358,7.336857772,8.642935018,,0.801306102,,1076.589639,747.0032573,329.5863821
4.950200182,7.328921202,,4.883666846,8.648966521,,,,,4.883666846,7.336808036,8.648966521,,0.80024502,,1076.575043,748.0462187,328.5288244
4.994720657,7.317794323,,4.94801553,8.655039931,,,,,4.94801553,7.32918017,8.655039931,,0.79597108,,1074.337639,749.097162,325.2404771
5.073261181,7.328486938,,5.073562365,8.648293727,,,,,5.073562365,7.328485584,8.648293727,,0.79684973,,1074.134019,747.9298438,326.2041752
5.139733685,7.328187928,,5.13603016,8.647722688,,,,,5.13603016,7.328204587,8.647722688,,0.796830147,,1074.051649,747.8310769,326.2205726
5.195407668,7.333830219,,5.198509693,8.6471478,,,,,5.198509693,7.333038303,8.6471478,,0.798969293,,1075.469015,747.7316508,327.7373642
5.26101503,7.317081308,,5.26045223,8.633908346,,,,,5.26045223,7.317224985,8.633908346,,0.79459269,,1070.83563,745.4437333,325.3918963
5.326512558,7.324397952,,5.322429218,8.65396816,,,,,5.322429218,7.323941807,8.65396816,,0.793942971,,1072.802472,748.9116491,323.8908227
5.380779488,7.318566892,,5.383881181,8.660217534,,,,,5.383881181,7.31891703,8.660217534,,0.790722488,,1071.33093,749.9936773,321.3372524
5.44612421,7.325943392,,5.445228199,8.652518721,,,,,5.445228199,7.325842245,8.652518721,,0.794999014,,1073.359292,748.6608022,324.6984897
5.500480438,7.32013037,,5.506640535,8.645497001,,,,,5.506640535,7.321067815,8.645497001,,0.794203577,,1071.960679,747.446184,324.5144951
5.575345567,7.331523367,,5.567097301,8.658446973,,,,,5.567097301,7.330268144,8.658446973,,0.795837787,,1074.656621,749.6870399,324.9695813
5.639611231,7.328342031,,5.63646551,8.655198906,,,,,5.63646551,7.328497754,8.655198906,,0.795654915,,1074.137586,749.124681,325.0129055
5.693703535,7.310419452,,5.697148507,8.654107409,,,,,5.697148507,7.310294035,8.654107409,,0.788141995,,1068.807978,748.9357504,319.8722271
5.758116272,7.308074451,,5.757747573,8.653859502,,,,,5.757747573,7.308087874,8.653859502,,0.787250869,,1068.162968,748.8928429,319.2701247
5.821646413,7.312183631,,5.817583832,8.659354701,,,,,5.817583832,7.31192086,8.659354701,,0.787908536,,1069.283733,749.8442384,319.4394947
5.885094789,7.316324838,,5.885983032,8.663645447,,,,,5.885983032,7.316383341,8.663645447,,0.789045649,,1070.589304,750.5875243,320.0017795
5.948460604,7.320498385,,5.946774856,8.654935147,,,,,5.946774856,7.320387354,8.654935147,,0.792270448,,1071.76142,749.0790239,322.6823964
6.013034138,7.307642721,,6.075038163,8.65872999,,,,,6.075038163,7.300838779,8.65872999,,0.783316553,,1066.044938,749.7360504,316.3088871
6.077009849,7.300622418,,6.135191675,8.656565102,,,,,6.135191675,7.294873627,8.656565102,,0.781167158,,1064.303625,749.3611937,314.942431
6.140949936,7.294304668,,6.195387982,8.654386182,,,,,6.195387982,7.3036744,8.654386182,,0.785287351,,1066.873195,748.9840018,317.8891929
6.203352404,7.305045215,,6.255551959,8.652802562,,,,,6.255551959,7.300030562,8.652802562,,0.784021647,,1065.808924,748.7099217,317.0990024
6.256745751,7.299915878,,6.323435416,8.657766851,,,,,6.323435416,7.300134662,8.657766851,,0.783188142,,1065.839322,749.5692685,316.2700533
6.320012334,7.300122785,,6.382743016,8.662140255,,,,,6.382743016,7.300340716,8.662140255,,0.782500449,,1065.899491,750.3267381,315.5727533
6.372729022,7.300305696,,6.444250237,8.65222836,,,,,6.444250237,7.300555809,8.65222836,,0.784345711,,1065.962302,748.6105559,317.3517465
6.446527281,7.300563772,,6.511823529,8.658540701,,,,,6.511823529,7.285461582,8.658540701,,0.776814666,,1061.559009,749.7032706,311.8557387
6.512031588,7.285413461,,6.570126568,8.669402415,,,,,6.570126568,7.291511046,8.669402415,,0.777448378,,1063.322667,751.5853823,311.7372844
6.574599927,7.291980565,,6.630902358,8.666140874,,,,,6.630902358,7.297939813,8.666140874,,0.780768305,,1065.19851,751.0199765,314.1785338
6.637024885,7.298587843,,6.691743186,8.662858007,,,,,6.691743186,7.290381406,8.662858007,,0.778137368,,1062.993221,750.4510885,312.5421325
6.70219748,7.288813512,,6.752614386,8.659840828,,,,,6.752614386,7.294592295,8.659840828,,0.780465828,,1064.221535,749.9284316,314.2931034
6.754083375,7.294760671,,6.820842775,8.665618987,,,,,6.820842775,7.291413988,8.665618987,,0.778083816,,1063.294359,750.9295242,312.3648345
6.88324331,7.288285817,,6.884068069,8.654889569,,,,,6.884068069,7.288244148,8.654889569,,0.778648486,,1062.370055,749.0711345,313.2989209
6.947933298,7.285017563,,6.944135909,8.658199312,,,,,6.944135909,7.285209414,8.658199312,,0.776768335,,1061.485524,749.6441532,311.8413708
7.006176933,7.263817852,,6.996069398,8.659032049,,,,,6.996069398,7.267496826,8.659032049,,0.769073566,,1056.330202,749.7883602,306.5418422
7.056987661,7.413302423,,7.074671859,8.661424008,,,,,7.074671859,7.398514965,8.661424008,,0.824090245,,1094.760474,750.2026585,344.5578152
7.136912097,7.346469919,,7.133630992,8.671337929,,,,,7.133630992,7.349213565,8.671337929,,0.801610058,,1080.218801,751.9210148,328.2977858
7.194966965,7.328433128,,7.200187289,8.65348166,,,,,7.200187289,7.338114696,8.65348166,,0.800015692,,1076.958546,748.8274484,328.1310974
7.259554695,7.448216974,,7.262891101,8.650885352,,,,,7.262891101,7.449741964,8.650885352,,0.847276085,,1109.973107,748.3781738,361.5949328
7.316482037,7.474237065,,7.32078867,8.667262753,,,,,7.32078867,7.47627848,8.667262753,,0.855679331,,1117.894798,751.2144362,366.6803619
7.382509839,7.505535318,,7.382622581,8.670128306,,,,,7.382622581,7.505557765,8.670128306,,0.867425266,,1126.667947,751.7112484,374.9566989
7.443552417,7.517688929,,7.448798853,8.659348876,,,,,7.448798853,7.519107385,8.659348876,,0.874781255,,1130.739517,749.8432296,380.8962879
7.513738377,7.536664808,,7.507555323,8.644999479,,,,,7.507555323,7.534993122,8.644999479,,0.88362532,,1135.522427,747.36016,388.1622669
7.57895383,7.580502033,,7.564019674,8.667810799,,,,,7.564019674,7.570463432,8.667810799,,0.894758199,,1146.238331,751.3094405,394.928891
7.629301151,7.593964574,,7.629506855,8.664162792,,,,,7.629506855,7.594035683,8.664162792,,0.905080371,,1153.387559,750.6771688,402.7103903
7.696823983,7.617306429,,7.692675194,8.641942422,,,,,7.692675194,7.615872241,8.641942422,,0.917463653,,1160.0302,746.8316883,413.1985116
7.747577936,7.591320035,,7.752323189,8.580628851,,,,,7.752323189,7.586691961,8.580628851,,0.914638886,,1151.157898,736.2719148,414.8859835
7.80691721,7.533446085,,7.823325006,8.569754692,,,,,7.823325006,7.522210794,8.569754692,,0.889929885,,1131.673105,734.4069548,397.2661497
7.87701535,7.485446158,,7.881936784,8.566537786,,,,,7.881936784,7.483344936,8.566537786,,0.874518071,,1120.009029,733.8556965,386.1533322
7.943720684,7.456966099,,7.947478602,8.570001386,,,,,7.947478602,7.455427668,8.570001386,,0.862533914,,1111.668034,734.4492376,377.2187966
8.010945916,7.429445175,,7.999334306,8.560027433,,,,,7.999334306,7.43419878,8.560027433,,0.855376959,,1105.34623,732.7406965,372.6055336
8.070254434,7.480686248,,8.070342343,8.578805428,,,,,8.070342343,7.480622178,8.578805428,,0.871510099,,1119.194163,735.9590256,383.2351376
8.120265125,7.444237003,,8.133991888,8.568642848,,,,,8.133991888,7.430884319,8.568642848,,0.852661051,,1104.360835,734.2164025,370.1444328
8.199721495,7.366945962,,8.198314055,8.601553376,,,,,8.198314055,7.368315046,8.601553376,,0.821461869,,1085.841332,739.8672048,345.9741277
8.260646905,7.334577163,,8.25677041,8.644847083,,,,,8.25677041,7.336636689,8.644847083,,0.80088359,,1076.524758,747.3338109,329.1909473
8.314086084,7.323802331,,8.312873168,8.6546891,,,,,8.312873168,7.324046889,8.6546891,,0.793861648,,1072.833257,749.0364341,323.7968225
8.383414612,7.331618463,,8.387396078,8.667903854,,,,,8.387396078,7.340347654,8.667903854,,0.798455003,,1077.614074,751.3255722,326.2885014
8.448051167,7.473331304,,8.449280741,8.665804634,,,,,8.449280741,7.474718083,8.665804634,,0.855265151,,1117.428208,750.9616995,366.4665088
8.495718357,7.527092914,,8.498575215,8.687924443,,,,,8.498575215,7.525155513,8.687924443,,0.872739462,,1132.55931,754.8003112,377.7589986
8.567175173,7.478633926,,8.567447184,8.601435,,,,,8.567447184,7.478600477,8.601435,,0.867152927,,1118.589302,739.8468406,378.7424613
8.633605332,7.470465078,,8.635813469,8.593684469,,,,,8.635813469,7.470192588,8.593684469,,0.864903387,,1116.075546,738.5141275,377.5614186
8.700220489,7.462244595,,8.697359188,8.598600416,,,,,8.697359188,7.462597687,8.598600416,,0.860999418,,1113.807285,739.3592911,374.4479936
8.744523227,7.471991662,,8.747817371,8.584652401,,,,,8.747817371,7.471798155,8.584652401,,0.866976336,,1116.555353,736.9625685,379.5927847
8.825209004,7.467251959,,8.875777412,8.59685955,,,,,8.875777412,7.477321707,8.59685955,,0.867342735,,1118.206798,739.0599413,379.1468568
8.883372745,7.478834174,,8.93076793,8.59905844,,,,,8.93076793,7.477889252,8.59905844,,0.867232258,,1118.376553,739.4380606,378.9384928
8.949224309,7.477521286,,8.996343296,8.619584961,,,,,8.996343296,7.468656218,8.619584961,,0.860178644,,1115.616514,742.972449,372.6440651
8.993569036,7.468934779,,9.074838255,8.626255677,,,,,9.074838255,7.46265067,8.626255677,,0.856626046,,1113.8231,744.1228701,369.7002303
9.066888407,7.461572841,,9.128696107,8.634287702,,,,,9.128696107,7.471029565,8.634287702,,0.858815615,,1116.325655,745.5092412,370.8164139
9.117381216,7.468418585,,9.194601478,8.641916889,,,,,9.194601478,7.484444848,8.641916889,,0.863163363,,1120.338294,746.8272752,373.5110183
9.188730385,7.484882838,,9.250788622,8.629811749,,,,,9.250788622,7.48025322,8.629811749,,0.86335462,,1119.083765,744.7365082,374.3472566
9.261846642,7.479428279,,9.315632594,8.644609059,,,,,9.315632594,7.480096158,8.644609059,,0.860926501,,1119.036771,747.2926578,371.744113
9.319800374,7.480147911,,9.375676682,8.648982805,,,,,9.375676682,7.471104208,8.648982805,,0.856484087,,1116.347962,748.0490356,368.2989262
9.386369066,7.469373622,,9.447615651,8.654268661,,,,,9.447615651,7.470302129,8.654268661,,0.855295626,,1116.108278,748.9636606,367.1446174
9.444406713,7.470069833,,9.498923318,8.637512183,,,,,9.498923318,7.474016314,8.637512183,,0.859538838,,1117.218397,746.0661671,371.1522301
9.573962058,7.479448402,,9.562166991,8.659388314,,,,,9.562166991,7.478594552,8.659388314,,0.857922007,,1118.587529,749.8500597,368.7374698
9.616800254,7.484531622,,9.636508514,8.65252547,,,,,9.636508514,7.483362569,8.65252547,,0.86101356,,1120.014307,748.6619701,371.3523366
9.682864979,7.4806128,,9.695236086,8.663552347,,,,,9.695236086,7.477289758,8.663552347,,0.856703741,,1118.197243,750.5713927,367.6258499
9.74396475,7.4642006,,9.750001928,8.663436796,,,,,9.750001928,7.464613026,8.663436796,,0.851432821,,1114.408953,750.5513712,363.8575813
9.823635791,7.469643278,,9.8154893,8.672781341,,,,,9.8154893,7.469086755,8.672781341,,0.851774982,,1115.745139,752.171362,363.5737772
9.875042481,7.469356522,,9.885337292,8.662305844,,,,,9.885337292,7.469815705,8.662305844,,0.853788482,,1115.962933,750.3554254,365.6075081
9.94044951,7.472273895,,9.947304307,8.659972076,,,,,9.947304307,7.469438334,8.659972076,,0.854010473,,1115.850181,749.9511635,365.899017
9.996920656,7.448913995,,9.997901576,8.654091363,,,,,9.997901576,7.449440902,8.654091363,,0.846626573,,1109.883395,748.9329733,360.9504219
10.05642964,7.480879628,,10.07338191,8.675190596,,,,,10.07338191,7.481063569,8.675190596,,0.856387502,,1119.326242,752.5893188,366.7369236
10.13029352,7.481681089,,10.12319139,8.674832189,,,,,10.12319139,7.481604028,8.674832189,,0.856671682,,1119.487976,752.5271351,366.9608414
10.1905211,7.477775436,,10.18409605,8.679297955,,,,,10.18409605,7.478192089,8.679297955,,0.854516806,,1118.467138,753.3021299,365.1650086
10.26050927,7.465894785,,10.25057144,8.664122361,,,,,10.25057144,7.467581754,8.664122361,,0.852560392,,1115.295545,750.6701628,364.6253823
10.32020002,7.468200732,,10.32143342,8.681282913,,,,,10.32143342,7.468098429,8.681282913,,0.849966724,,1115.449883,753.6467301,361.8031529
10.36652893,7.464358035,,10.37880656,8.679804949,,,,,10.37880656,7.463335743,8.679804949,,0.848215177,,1114.027608,753.3901395,360.6374689
10.4361361,7.458562227,,10.43620745,8.678317888,,,,,10.43620745,7.458564982,8.678317888,,0.846461825,,1112.603832,753.1320136,359.4718182
10.49583243,7.460866615,,10.56923303,8.682472814,,,,,10.56923303,7.467896723,8.682472814,,0.849686464,,1115.389629,753.8533416,361.5362878
10.55477479,7.468944295,,10.63427266,8.681526464,,,,,10.63427266,7.463245968,8.681526464,,0.847893855,,1114.000807,753.6890174,360.3117901
10.633609,7.463232363,,10.69933244,8.680573508,,,,,10.69933244,7.460158231,8.680573508,,0.846757182,,1113.079217,753.5235643,359.5556524
10.67948911,7.464172854,,10.74559104,8.678009661,,,,,10.74559104,7.450799377,8.678009661,,0.843258393,,1110.288227,753.0785167,357.2097103
10.74578065,7.450761015,,10.80983561,8.683657171,,,,,10.80983561,7.443901238,8.683657171,,0.839425814,,1108.233313,754.0590186,354.1742942
10.81157282,7.443715196,,10.88249665,8.684958105,,,,,10.88249665,7.451953063,8.684958105,,0.842589921,,1110.632089,754.2849728,356.3471164
10.87960301,7.45224501,,10.93668778,8.682575256,,,,,10.93668778,7.446485591,8.682575256,,0.840691042,,1109.002953,753.8711307,355.1318224
10.94547522,7.445599004,,11.07129973,8.684449573,,,,,11.07129973,7.435034789,8.684449573,,0.835567945,,1105.594846,754.1966438,351.3982026
11.05433208,7.435008877,,11.12472965,8.687979755,,,,,11.12472965,7.435116434,8.687979755,,0.83501047,,1105.619128,754.8099223,350.8092054
11.11967664,7.435108668,,11.18679725,8.687539942,,,,,11.18679725,7.434778611,8.687539942,,0.834942154,,1105.51866,754.7335024,350.7851576
11.18501897,7.435209083,,11.24887381,8.687097194,,,,,11.24887381,7.419751646,8.687097194,,0.82869084,,1101.05429,754.6565765,346.3977133
11.24921568,7.419668887,,11.30980021,8.679418617,,,,,11.30980021,7.425972458,8.679418617,,0.832601761,,1102.901339,753.3230754,349.5782637
11.31388924,7.426397905,,11.37983585,8.696612329,,,,,11.37983585,7.422891097,8.696612329,,0.828403222,,1101.986245,756.31066,345.6755848
11.36711906,7.421539856,,11.44954084,8.685949266,,,,,11.44954084,7.425856492,8.685949266,,0.831455216,,1102.866893,754.4571465,348.4097463
11.43162418,7.42839394,,11.5019161,8.681618707,,,,,11.5019161,7.419045553,8.681618707,,0.829318333,,1100.844738,753.7050338,347.1397045
11.4955138,7.419345569,,11.56231479,8.680620435,,,,,11.56231479,7.417122951,8.680620435,,0.828677561,,1100.274257,753.5317114,346.7425459
11.55883335,7.416378372,,11.62273314,8.679615718,,,,,11.62273314,7.429807842,8.679615718,,0.83418065,,1104.040891,753.3572901,350.6836011
11.62226719,7.429945012,,11.69130687,8.690595453,,,,,11.69130687,7.409620676,8.690595453,,0.823825706,,1098.049571,755.2644934,342.785078
11.69611333,7.408205718,,11.75162581,8.689795582,,,,,11.75162581,7.410330664,8.689795582,,0.824261415,,1098.260011,755.1254726,343.1345382
11.8116383,7.412627863,,11.81196932,8.681232287,,,,,11.81196932,7.412636673,8.681232287,,0.826685701,,1098.943649,753.6379402,345.3057088
11.88474129,7.414573502,,11.87149042,8.686830827,,,,,11.87149042,7.414220829,8.686830827,,0.826405321,,1099.41341,754.6102982,344.8031119
11.93746955,7.404323721,,11.93203107,8.67820289,,,,,11.93203107,7.4053809,8.67820289,,0.824142983,,1096.793326,753.1120539,343.6812716
12.06283432,7.402459589,,12.0600303,8.680524673,,,,,12.0600303,7.402501284,8.680524673,,0.822535832,,1095.940505,753.5150859,342.4254192
