 Fecha, Hora, Medicion de cabeza/diferencial, , Fecha, Hora, Medicion de linea/estatica, , Pres cabeza(psi)/pres diferencial(inH2O), Pres linea(psi)/pres estatica(psi), Gasto calculado (MMpcd), , Pres linea(psi)/pres estatica(psi) prom, 129.1733, Pres cabeza(psi)/pres diferencial(inH2O) prom, 14.0981, Gasto (MMpcd) prom, 2.6079
 "2022/1/17 0:9", 0:9, 3.688, , "2022/1/17 0:9", 0:9, 3.509, , 13.604328249992848, 123.13223886893502, 2.5012130370054155
 "2022/1/17 0:18", 0:18, 3.945, , "2022/1/17 0:18", 0:18, 3.522, , 15.566950333644796, 124.05343766031831, 2.685544889957882
 "2022/1/17 0:23", 0:23, 3.682, , "2022/1/17 0:23", 0:23, 3.538, , 13.556257740222412, 125.19254196193789, 2.5175921860442685
 "2022/1/17 0:27", 0:27, 3.575, , "2022/1/17 0:27", 0:27, 3.505, , 12.783892620420422, 122.85139119975359, 2.4218533451703594
 "2022/1/17 0:42", 0:42, 3.57, , "2022/1/17 0:42", 0:42, 3.498, , 12.743351762094939, 122.33678115087372, 2.4129404554808294
 "2022/1/17 0:45", 0:45, 3.758, , "2022/1/17 0:45", 0:45, 3.505, , 14.122795745519651, 122.81876660283386, 2.5451826224824705
 "2022/1/17 0:57", 0:57, 3.738, , "2022/1/17 0:57", 0:57, 3.521, , 13.974001611605187, 123.96617141531611, 2.543538017619267
 "2022/1/17 1:5", 1:5, 3.637, , "2022/1/17 1:5", 1:5, 3.527, , 13.228245624591842, 124.37119305713824, 2.4787759276188357
 "2022/1/17 2:5", 2:5, 3.652, , "2022/1/17 2:5", 2:5, 3.56, , 13.33716611274073, 126.7341816852378, 2.51249327000093
 "2022/1/17 2:9", 2:9, 3.669, , "2022/1/17 2:9", 2:9, 3.569, , 13.45989442300781, 127.37411165683753, 2.5303911224784477
 "2022/1/17 2:38", 2:38, 3.657, , "2022/1/17 2:38", 2:38, 3.578, , 13.376594683366557, 128.00129024391845, 2.5287517838299634
 "2022/1/17 2:41", 2:41, 3.718, , "2022/1/17 2:41", 2:41, 3.565, , 13.8257706692026, 127.06714605239817, 2.5614598732445004
 "2022/1/17 2:50", 2:50, 3.653, , "2022/1/17 2:50", 2:50, 3.583, , 13.342260967351995, 128.36002699046324, 2.529040940633544
 "2022/1/17 3:4", 3:4, 3.737, , "2022/1/17 3:4", 3:4, 3.591, , 13.966361287917293, 128.93813557813786, 2.5933347154775843
 "2022/1/17 3:11", 3:11, 3.845, , "2022/1/17 3:11", 3:11, 3.581, , 14.786245518762566, 128.23372838775978, 2.6610702263826385
 "2022/1/17 3:18", 3:18, 3.886, , "2022/1/17 3:18", 3:18, 3.572, , 15.103842057756562, 127.62533620685343, 2.683109591917635
 "2022/1/17 3:23", 3:23, 3.911, , "2022/1/17 3:23", 3:23, 3.571, , 15.295143171906979, 127.5445875968325, 2.6991935952761374
 "2022/1/17 3:26", 3:26, 3.912, , "2022/1/17 3:26", 3:26, 3.572, , 15.30658182134448, 127.57386762555375, 2.7005126391263943
 "2022/1/17 3:37", 3:37, 4.264, , "2022/1/17 3:37", 3:37, 3.591, , 18.177729156421154, 128.96173217005844, 2.9588741080770227
 "2022/1/17 3:42", 3:42, 4.274, , "2022/1/17 3:42", 3:42, 3.602, , 18.26712914340212, 129.74202493229396, 2.9751011099513156
 "2022/1/17 3:44", 3:44, 4.259, , "2022/1/17 3:44", 3:44, 3.61, , 18.14024630041189, 130.33223278807935, 2.971486434388694
 "2022/1/17 3:48", 3:48, 4.254, , "2022/1/17 3:48", 3:48, 3.623, , 18.094065766737582, 131.29094618679562, 2.9785967812537835
 "2022/1/17 3:52", 3:52, 4.053, , "2022/1/17 3:52", 3:52, 3.589, , 16.4308238028991, 128.77633850957025, 2.811084820785941
 "2022/1/17 4:4", 4:4, 3.497, , "2022/1/17 4:4", 4:4, 3.546, , 12.227163985582814, 125.77648584714298, 2.3965629509366893
 "2022/1/17 4:11", 4:11, 3.459, , "2022/1/17 4:11", 4:11, 3.552, , 11.963460540048429, 126.14061145243186, 2.3740076886214667
 "2022/1/17 4:19", 4:19, 3.932, , "2022/1/17 4:19", 4:19, 3.52, , 15.461535819423505, 123.91038395165077, 2.674892981913272
 "2022/1/17 4:22", 4:22, 3.757, , "2022/1/17 4:22", 4:22, 3.516, , 14.112182201026098, 123.6176966117466, 2.5524876854738476
 "2022/1/17 4:26", 4:26, 3.655, , "2022/1/17 4:26", 4:26, 3.511, , 13.359271167217706, 123.24783395248055, 2.479746436512572
